x,y,group
-3.176612084,1.8901778677,1
-0.844962905,-2.979130292,1
-1.339207909,-3.361496814,1
0.1284056949,-0.274635412,0
0.4340286606,0.8184742712,0
2.2837697722,1.1578290584,1
0.2150881752,-0.182300986,0
0.2125143328,-0.031448336,0
1.679609567,-2.415411502,1
2.5855041369,0.9115349678,1
2.6686589012,-1.850416804,1
3.6284962042,-0.514814568,1
0.7013276331,0.4414170771,0
0.2950220385,2.6009293685,1
-1.530185455,2.467122819,1
2.6119886325,2.2422484076,1
0.1108717767,0.6140556147,0
-2.168998834,2.1783788943,1
-0.70319621,0.9751369688,0
0.0051206874,0.0007850225,0
3.6821317833,-1.026185197,1
-0.183479153,-0.097784661,0
1.3552958312,3.3811329073,1
3.2189088874,0.4605875615,1
0.4348529433,-0.047704045,0
-1.1008202,-0.218627719,0
-2.411079366,2.4748165335,1
-1.897562174,-2.052678252,1
2.9277784683,-2.527029341,1
-1.549590593,2.98361716,1
2.9074098847,1.8470771577,1
-2.641342858,-1.938653832,1
-0.208954806,0.8833482973,0
0.1834120019,0.8094710944,0
-0.655147813,0.8803197101,0
-1.702298084,-2.409527615,1
-2.42003422,0.5229565793,1
-1.914648353,2.4641997737,1
-0.041530427,-0.062892851,0
-0.23192994,-0.527125745,0
0.6021732164,0.2887212145,0
-2.297354079,-1.209047912,1
2.1921054286,-3.109063089,1
1.0319641901,2.5634878048,1
-0.558366252,3.4921495691,1
-0.71283757,-0.940586146,0
-0.005249475,0.7665611775,0
-1.538575885,-3.199337412,1
2.7236269644,-2.105757699,1
-0.419635624,0.212946924,0
-0.310043682,0.9650581312,0
0.2368831472,-0.072409282,0
-1.371568268,3.0274075447,1
0.4410907299,0.6389527201,0
1.749894776,2.9437883875,1
0.192397737,0.0908312045,0
0.7480623786,3.1505047607,1
1.3825041589,-3.160364689,1
0.1341735687,-0.045585393,0
2.4325135981,2.7064099355,1
-0.338397199,0.6397831711,0
3.413231008,-0.423440961,1
-0.274365018,-1.087127869,0
-2.980248008,-1.19618072,1
0.0749529851,-0.301543444,0
-1.024855288,-0.072543577,0
-0.030921931,-0.029504876,0
-0.313477854,0.2199551304,0
2.9451877986,-2.318261415,1
3.1304828604,1.8322169155,1
2.7695796011,-1.799592122,1
2.4791315161,0.6103237831,1
2.2606860116,-1.102120123,1
-2.864914477,1.2255312071,1
-0.229925935,-3.64423105,1
-0.578058521,0.2766386361,0
0.5234247115,-0.939939022,0
3.4116155291,-0.938887458,1
3.5470482843,-1.124360516,1
0.2974851247,-0.163984382,0
1.0329696056,0.2353878002,0
-2.000998643,1.8053337946,1
-0.77671311,-2.624686024,1
-0.606442462,-3.626064935,1
-0.493725432,1.0931065722,0
-2.140224328,2.1537754884,1
0.7134343971,-0.498229298,0
-0.792927081,-0.741893599,0
0.5558820008,0.1803054292,0
0.0178450101,2.4774592386,1
-0.353105813,-0.678734531,0
0.2547159783,0.7235935426,0
-0.92408081,-0.496016984,0
0.9548395976,-0.273103164,0
-0.156538411,-0.054725812,0
0.4645749534,-0.612955147,0
0.2255859065,0.7016268964,0
-0.015097522,-2.833471416,1
2.7562292332,-0.454251136,1
2.8819309279,0.1792259923,1
2.6562203048,-1.866831104,1
1.0972521315,-3.4991921,1
-0.565926533,0.8079569299,0
-0.09413528,0.1466011918,0
0.6453333331,-0.237433539,0
-2.471462159,1.0200814198,1
-0.130920299,0.701913231,0
-0.530809318,-3.760749358,1
-1.538523084,2.9835577934,1
0.6180208674,-0.107648706,0
0.2426208484,0.7222341404,0
0.3056903288,-1.124159859,0
-2.450202544,1.8752974516,1
-0.893122862,-0.517429672,0
1.1460965953,2.805505813,1
-0.592845623,-3.356254436,1
0.4439164037,-0.370784699,0
-0.04859585,-3.313696323,1
3.7211568121,-0.490979678,1
3.4440354198,1.6919898333,1
0.0150896415,-0.026039987,0
0.5860567952,-1.036469925,0
0.5704153331,0.067754412,0
2.5192243899,-0.543087884,1
3.077601166,-0.569680835,1
2.5684945602,0.9232590755,1
0.095121067,-0.032339994,0
0.4083339843,0.9607876331,0
-0.592048338,-2.891128688,1
2.8255755882,-0.357741311,1
-0.477371178,3.0115978288,1
-3.507150211,0.3792638804,1
-2.237938267,2.2064017749,1
-1.57876422,2.1209482484,1
2.3122654127,1.593195019,1
0.4495591406,0.0870390599,0
-0.076481984,-0.400903406,0
-0.392295275,3.0686625962,1
-0.200314702,3.0493527466,1
-2.230826207,1.9763733618,1
-0.744532828,-0.578332007,0
1.3536721538,2.9764582031,1
-0.93392556,-0.203385528,0
-0.814036612,0.1745215079,0
0.0785600404,0.035778624,0
-2.894402934,0.7388230742,1
-0.430195447,0.0659836228,0
-0.787588253,-0.66722217,0
2.8837347382,-1.101882255,1
3.1622234103,0.760243573,1
-0.812283196,-3.296526499,1
3.3944879249,0.7055266204,1
-2.078378176,-2.151333122,1
-0.132055852,-0.126482792,0
-0.023627955,-0.004760012,0
0.062860634,1.1112437898,0
0.0113892721,0.1541473902,0
0.0170499234,-0.017439466,0
0.4796640661,-0.780274353,0
-0.335442183,0.3044799576,0
1.3184031688,-2.258570622,1
-1.655197222,2.5237179904,1
2.8472447076,0.1662173252,1
-0.589791104,0.3647440529,0
-0.368509029,0.7006539584,0
-1.535683953,2.3105772393,1
0.1458078544,0.3698028242,0
0.5902596732,3.7141115987,1
-3.167109532,-0.206020416,1
1.0926294835,3.7637982094,1
-0.093074483,-0.113068069,0
-3.368470848,0.7947785317,1
0.1580454834,0.2993397799,0
2.0114228252,-3.20792669,1
2.7240001368,2.3965198187,1
0.4807865879,-0.384890269,0
0.3935451158,0.1598281536,0
-0.780359911,2.8139579742,1
0.0429818912,0.4547134202,0
1.0173792908,0.3191564596,0
0.9785538444,-2.587076834,1
-0.125813856,1.1731840931,0
1.308320109,2.6967728898,1
2.7764570823,-1.826907663,1
-0.650346776,-0.943837732,0
0.5820245191,-0.660362722,0
-2.592571654,-1.99837028,1
0.9913751162,0.438200968,0
0.7821061342,0.9405474904,0
-0.071486193,0.0412356561,0
0.7901758264,-3.045253212,1
2.3479016369,-2.448230796,1
0.212988019,-0.312374435,0
0.8848192205,-3.607461556,1
0.209018838,-0.208169402,0
-0.370893986,-0.056371721,0
-0.604194972,0.8029698477,0
0.425742398,-3.541272274,1
1.4835933956,-3.256350785,1
-0.226918456,-0.566264373,0
3.7378929614,0.0683299541,1
-2.842181876,-1.713230481,1
2.3241999852,-1.450469504,1
0.3993966487,-0.197995192,0
-0.744021267,3.3047643527,1
-2.1915151,-1.341149906,1
-0.774479527,-0.1612945,0
0.2841248464,-0.3692832,0
-0.227203535,-0.014482027,0
2.5160207631,-2.099026808,1
-2.557670779,-1.839782537,1
1.9087141973,-2.910923376,1
-0.431296283,3.034800923,1
0.484757685,-0.385529242,0
1.6691440791,3.4518250447,1
2.5080539956,2.4215835123,1
1.3645418748,-3.614910448,1
-3.175622237,1.7343452369,1
1.0275669504,-0.423822904,0
1.0789593773,-2.965199113,1
1.3925245939,-2.886069378,1
-3.522956869,1.2608595676,1
-0.160245202,-0.010036527,0
-0.181860308,-0.693230164,0
0.5480373408,0.1558553509,0
-0.111237545,0.2195380833,0
0.2174701812,-3.192716949,1
0.5747144765,1.013868259,0
-0.017097957,0.1804836524,0
-0.830059312,-2.464461637,1
0.3281875734,-0.236543385,0
-2.147445827,-2.292911857,1
-0.21882628,-0.016184127,0
-1.465727696,-2.201207286,1
-1.355184823,-3.130871584,1
-1.402577629,-2.849353563,1
-1.768346278,-3.236864173,1
1.4389840506,2.2419394464,1
2.8259867691,0.0174084678,1
0.8575797492,-2.438234752,1
0.1340066916,0.4485708154,0
0.2460234208,-0.385965362,0
-3.257901555,1.3531794318,1
-0.968231739,0.7270268446,0
0.0802360188,0.0575918977,0
-0.433841039,2.5878758355,1
-1.060643811,0.2316675911,0
-2.961596702,0.5760331089,1
1.01969103,-2.248404941,1
2.696652266,-1.402744177,1
-0.140501274,3.1670796133,1
0.7482638909,0.0667160898,0
-0.305359136,-3.246627203,1
0.061480243,-1.140734184,0
0.9286452839,0.2852150326,0
0.822104547,0.6137542274,0
-0.907628845,0.1254859474,0
-2.854183127,1.1598107586,1
1.8439500276,-2.720973839,1
-1.973120795,-2.762433039,1
0.2902807678,-0.139029744,0
-0.036050499,-0.343489761,0
0.4175868503,0.2313758146,0
0.2529247707,-3.420413009,1
0.8238764609,0.5137976359,0
-0.233605447,-0.167668682,0
0.9487759814,-2.810600697,1
-3.775389482,0.6816730934,1
2.2734498413,1.8113986755,1
2.3519825356,-0.746657034,1
0.1252917392,0.0684654108,0
0.0131459503,0.0476113085,0
2.8512492913,-1.451011262,1
-2.938482198,-0.627275205,1
0.5694013364,3.1014351372,1
-0.270094876,-0.601123641,0
-2.993851596,-0.996446455,1
-0.007595827,0.2253428881,0
-0.21925971,-0.597260693,0
0.5211713204,0.5593475321,0
-3.538626327,-0.186500034,1
-3.176279102,-1.069720583,1
-2.109617187,3.1742143035,1
-0.592128883,0.3657599573,0
-1.823869439,-2.033817224,1
-3.538725651,-1.608118255,1
0.3238221252,2.4597460176,1
0.2720728689,0.2077850314,0
-0.355496398,0.1407201353,0
-1.533968386,-3.50135182,1
-0.351045986,-0.592146731,0
0.5664901066,-1.072898022,0
2.5287564471,-0.313067295,1
-1.375116147,-2.469212101,1
3.7645016565,-0.924193185,1
0.9069843555,-0.60962074,0
0.6429549033,0.8917946992,0
0.7376209843,-0.322586852,0
-0.939965139,-0.647739313,0
-3.911600892,0.1535605036,1
1.0855096152,2.5312710092,1
0.2876485987,-3.114067459,1
0.7277870769,-0.469746528,0
-0.288093767,1.1451865387,0
2.9604707696,2.3884470594,1
-0.756126498,2.7561401432,1
-3.325149408,1.792665348,1
-0.424261021,0.4061657529,0
-2.427409638,0.8475981235,1
0.3342066615,-2.942639008,1
0.0046289839,-0.023150887,0
1.2071529948,-2.916203257,1
0.1492939096,-0.119798009,0
2.5505880877,-2.964305979,1
-2.51003266,-2.428322542,1
0.0565571043,0.2297406476,0
-2.994245804,-0.161188523,1
0.5286985099,0.3236243387,0
-2.821672447,-0.45292695,1
-2.786257348,-0.306352703,1
-1.423685007,-2.163790064,1
0.4093852609,-1.095812709,0
-1.516464875,2.5259233126,1
0.6021704798,-0.655529761,0
1.6863389452,-2.275740896,1
-1.593731678,-2.457382642,1
-2.947626236,1.8213408491,1
-1.766300213,1.7664085719,1
-0.72237395,0.8714148527,0
3.2181438796,-1.454641095,1
0.7461356556,0.0996224455,0
1.1821745798,-0.033964972,0
-3.041030895,-1.505919893,1
-0.580124269,0.0709447557,0
-1.808515851,-2.126206574,1
0.7458038445,-0.732089958,0
-1.363599446,-2.845383925,1
0.2951383608,0.3523354547,0
-0.169076201,0.0621304269,0
-0.17836589,0.5658525805,0
-1.398318049,-2.175830054,1
-1.541020115,3.1998556036,1
2.0659559867,-1.923861623,1
0.1751358183,3.5353720762,1
-1.917448218,2.0568559177,1
-0.387892077,0.7073232358,0
-3.101395981,2.338478882,1
0.1433223531,0.0372142286,0
0.2980707483,-0.356432818,0
-0.056367854,-0.019824806,0
0.9467958117,0.5885440943,0
3.5707439483,-0.506223788,1
0.9355399855,-0.376773207,0
-0.038347012,0.8829805453,0
0.5150689818,2.4889594628,1
-0.462628193,-0.23315134,0
0.8837417154,-0.066110846,0
1.945717178,1.5404406028,1
-2.059478935,1.4269554271,1
-1.871388173,3.4300460411,1
0.8628089191,0.7713454721,0
-1.523161744,-2.623546267,1
0.2338924827,0.2105133754,0
-0.947715339,0.2660109606,0
0.0797800842,-0.299200901,0
-2.612368851,0.6118131396,1
-2.594232097,-1.008923307,1
-0.230829706,-3.783344594,1
0.2315482792,-3.479502837,1
1.0515609641,2.3295591405,1
-2.234828478,-2.132106836,1
0.1128612367,-1.139389627,0
0.4326163234,-0.629951177,0
-0.760582492,0.3181270412,0
-1.18684559,-3.698718994,1
-2.687859075,2.0683252498,1
0.2477875662,0.0109484521,0
-0.604783649,0.9004144405,0
3.4864829612,-0.135922142,1
-0.35147449,-0.128368732,0
1.495848134,-2.878644834,1
0.2121218994,-2.700690805,1
0.3864087528,0.1505290217,0
3.6895651162,0.1112569487,1
-2.859393436,-1.499494989,1
-0.296585998,-0.298637986,0
1.9513995466,1.9454819158,1
0.5966933727,-0.183864808,0
-0.362893073,-0.130978818,0
0.034544715,0.0936718678,0
0.3811602398,-0.365327925,0
-0.210296103,0.2535699242,0
-0.041342802,0.657353406,0
0.1474600091,-0.107998295,0
0.0772678331,0.0509128617,0
0.2430903643,0.3405493828,0
-3.451399037,-0.393882693,1
-0.369912588,3.2442020687,1
0.3681861169,0.278110511,0
3.7402783326,1.0684916243,1
0.0258511273,-0.009675922,0
0.2332909274,0.1024088658,0
-0.497973939,-2.562852437,1
3.8244894611,-0.646199349,1
0.497285192,-0.4730633,0
1.009358924,0.5870140341,0
-0.491359407,-3.377958756,1
1.9350480444,-2.277610975,1
0.9162373156,-0.151424424,0
-0.142429699,-0.068909173,0
3.1154165786,-2.367932698,1
-2.472764036,0.3058238984,1
0.5954768305,0.9885343932,0
-0.421202459,-0.504961517,0
1.3601562254,-2.230159859,1
-3.357209939,-1.980764488,1
0.5704939891,0.7401614242,0
0.236861137,-0.923487222,0
1.7763838255,-1.86763611,1
-3.494111277,-0.130295881,1
3.2843911542,1.2678655105,1
0.3150005178,-0.012118358,0
-1.800523773,1.7965541186,1
-0.26615262,-1.1991145,0
-2.843397157,-1.27466004,1
-0.051579705,0.203394001,0
0.2286602119,0.0661868465,0
-0.108549313,0.7843323321,0
-0.526350979,-0.054800619,0
-2.205048146,-1.81462115,1
1.0437520128,-0.350527625,0
-2.63342506,-1.156860958,1
0.0818082555,-0.43384631,0
-1.683785248,3.1680678369,1
0.3642521147,-2.651779286,1
0.3411854758,0.8747438649,0
0.6023467862,-3.645493323,1
-0.041981868,0.9834998005,0
0.3333803167,1.0839107872,0
-0.041754068,0.3009664232,0
-0.009243277,0.3693864705,0
-1.021623375,3.4957110963,1
1.3643535955,3.1734032635,1
-0.864632143,-0.196636231,0
-0.01094517,0.2848885264,0
-0.836533319,-0.135899799,0
0.013754416,-0.129369818,0
1.1727419722,-0.02332508,0
-0.121489677,2.6949855592,1
1.5626604091,-3.013676255,1
-3.428650268,0.0467721366,1
-1.898422543,-2.200184348,1
-0.406176816,0.0153775271,0
-0.145559859,0.4199509641,0
0.0039328465,0.0399445818,0
-1.175766572,3.4210417518,1
-2.014041158,1.475764748,1
3.3513146846,-1.162505768,1
2.6884874597,-1.281388341,1
-1.133492589,2.8309796879,1
0.3749305774,-0.678233038,0
2.6541582621,-0.429873929,1
0.3547975863,-0.157992551,0
3.1538200838,1.268923904,1
-2.577300714,0.7814632231,1
-0.077975563,-2.928004988,1
-0.506878929,-1.111652968,0
2.2886641237,1.8884140174,1
2.4215568772,-2.904886645,1
2.4146974874,3.0430830997,1
0.7735482976,0.9089026062,0
3.2619929311,-0.634857064,1
0.6853025186,-2.715786434,1
-0.926300762,0.4004388336,0
-0.46948663,3.5788296244,1
-0.147949838,0.1730380323,0
0.530584992,-0.131957499,0
-2.709404095,-1.190097213,1
0.021045562,-0.008899489,0
-0.150068826,2.5368079008,1
1.9056837268,-2.816067233,1
0.0623460424,-0.0409682,0
1.2951723502,-3.414737051,1
-0.168018834,-1.011763866,0
2.3940257005,2.5489092406,1
-0.086371323,0.2647704563,0
-0.717517668,0.7194466162,0
0.0203480462,-0.260448772,0
0.8209261656,-0.820877159,0
-0.873774591,0.1827624664,0
-1.978430856,2.5469205151,1
3.3484739143,0.6980041443,1
-1.082557218,-2.338328234,1
-2.549027931,2.7565283574,1
0.7034087806,-0.097475313,0
-1.134969578,-0.078178815,0
-0.591697539,0.406078624,0
-2.233278552,-2.014404141,1
-0.450271361,0.5800737953,0
0.578822097,0.2762453239,0
3.2147044377,-2.174044607,1
2.7563822985,2.4038214083,1
0.3768049736,0.284907047,0
1.8026941171,-2.205692117,1
-0.008991323,0.0561020688,0
-3.516658379,0.5876096288,1
0.2533954219,2.5198437773,1
-0.759937819,3.6854525675,1
-0.456157562,3.6167751,1
-3.279944638,-0.608981896,1
0.3165574015,-0.041201316,0
0.7935940835,0.6520729977,0
-0.802119159,0.6551093564,0
2.7864360026,2.0758835262,1
0.1579354091,2.9227866977,1
-3.60469809,-0.083673084,1
2.714083417,-1.064729625,1
0.4617757931,-0.213617972,0
0.4183663794,-0.619933966,0
2.9652397009,0.4742296006,1
-3.118801982,-0.876393609,1
0.4881577722,-0.14455422,0
1.1809014044,-2.266280159,1
-0.829936169,2.4570294007,1
0.0303273145,-1.145629646,0
-0.658401773,3.5456464391,1
-0.454377353,-0.176538461,0
0.0078006533,-0.004945485,0
-0.372536149,-0.458521972,0
-1.020304589,0.6775973436,0
-0.197320088,-2.576111323,1
-0.858840796,-3.222469327,1
-2.458962717,2.4605138706,1
-1.916911718,2.6185699727,1
-1.939617661,-1.881601919,1
-1.150568975,0.2735674347,0
0.3535518173,0.6678970385,0
-1.137108817,3.3308687916,1
-0.277820113,-0.251851604,0
1.9220772767,-1.936334412,1
-0.897386132,0.1079565385,0
-2.309960184,-1.730902357,1
3.4820489947,-1.349978052,1
0.8343914293,0.6876257228,0
-0.382660688,-0.754306137,0
0.0398571995,0.4428694425,0
1.9509171594,-2.659646484,1
0.1006341658,0.6848644142,0
-2.680179842,2.7875682608,1
0.1265082872,0.7753053299,0
-1.821102786,-2.864461734,1
1.8980098024,-2.211244564,1
-3.288616278,1.8550919883,1
1.1896193488,-0.065021754,0
0.8330837217,-0.827827937,0
-0.517863037,-0.857520428,0
-0.071724651,1.0840212334,0
-1.138379797,0.0021015955,0
0.6193049061,-0.192788184,0
-3.266437966,-0.058785217,1
2.5391886758,-1.085302619,1
-0.461420852,2.7236203349,1
0.1007643336,-1.174951217,0
-1.980764127,2.2173287567,1
0.1187748416,-0.064745134,0
0.1356351126,0.9918560257,0
-3.094005374,-1.576968676,1
-3.208015614,-1.628169766,1
-0.124435019,-0.852405734,0
1.9816169088,-2.269758311,1
-0.645690272,-0.510390671,0
-1.107108107,0.4777354158,0
-0.932108032,-3.587439867,1
2.3237922697,1.2987195487,1
3.7116987132,0.8507082626,1
2.2952509281,2.3317672871,1
0.5329372176,-0.317641301,0
-1.075193694,-3.322511924,1
-0.514628097,0.4524002555,0
1.6541263241,2.8467596742,1
2.9731354863,-0.427783707,1
0.5511962781,-0.339033469,0
2.4262021745,-0.591156175,1
-3.495737191,-0.436995902,1
0.7309942251,-0.131517851,0
-0.153665985,-2.460876854,1
-0.512680668,-0.611799794,0
0.0273656536,-0.021668164,0
-2.047373533,2.2782991617,1
1.9949881198,2.4327598878,1
-2.518834903,2.1239020452,1
-2.19277419,3.1575492312,1
0.4446702936,-3.340708537,1
1.2437052636,-2.830722595,1
-2.513013913,-2.56923816,1
2.4238223838,1.8292257128,1
3.2797806984,1.6223587877,1
0.5186884449,2.769380739,1
-0.411788609,-0.457246626,0
-1.672131631,2.0750860412,1
-0.25176161,-0.436519117,0
0.6041037679,-3.830055333,1
0.2176314152,3.3641170315,1
-0.549941422,0.1954675563,0
0.2639839115,-0.47494319,0
-0.143247639,-0.166334897,0
-0.76516346,-0.05160097,0
-0.540761222,-0.994871099,0
0.7510082105,0.6292322645,0
-2.09092858,1.585445092,1
3.1846605259,-2.222618095,1
0.0602839418,-0.105686614,0
2.3960704188,-2.214811787,1
-0.306024304,0.5160944502,0
1.0554548861,3.034573858,1
-2.427068106,-1.234455549,1
-2.246856156,-2.273726525,1
-0.33743708,3.1148293533,1
-1.538798144,3.3673984641,1
2.5962189175,-1.061867855,1
1.473402138,-3.141910536,1
2.6417489993,-2.117368374,1
-0.079180118,0.3089783847,0
0.1955784591,-0.362556658,0
-0.44352601,0.7651722691,0
0.2357752107,0.4384895702,0
3.3844597166,0.6753847406,1
2.681944281,1.653715052,1
0.0618842221,-0.269774677,0
0.3816611772,0.0260734215,0
3.8272568051,0.7865152387,1
2.8779385168,1.6882301652,1
0.8268383937,0.2765917993,0
-0.438648298,0.6401230134,0
0.3916235895,-0.368152054,0
-0.94766131,-2.77466144,1
0.2574048918,2.5124809131,1
3.7989605211,0.0804038744,1
0.1173765758,0.1345785901,0
0.0515100289,0.3142508547,0
0.2467806762,-0.46416705,0
-1.944975534,-2.859212005,1
-2.467995249,1.1909455871,1
-0.605359683,2.5832328121,1
-1.38448158,2.5572633381,1
0.361104069,-0.3323846,0
2.0342013689,2.3925951702,1
3.6419161424,1.2899068528,1
-2.047723228,1.6894302978,1
-2.347124367,-2.448584038,1
2.4674055974,-1.794621402,1
0.2292509448,0.3981667029,0
-0.459858363,-3.413402133,1
-0.04200196,-0.343759816,0
0.3915570238,0.2374872799,0
-0.634492642,0.6646748064,0
0.3167792562,0.7711831271,0
-2.470320016,1.7144018432,1
3.7695735151,0.9851433302,1
